Record_ID,HTS_Code,Product_Description,Company,Country_of_Origin,Country_Code,Material_Cost_USD,Tariff_Rate_Percent,Tariff_Amount_USD,MPF_USD,Other_Fees_USD,Landed_Cost_USD,Material_Composition,Primary_Material,Quantity,Unit_Price_USD,Total_Value_USD,Import_Date,Port_of_Entry,FTA_Applicable,Alternative_Country,Potential_Savings_Percent,Potential_Savings_USD,Risk_Level,Compliance_Status,Last_Updated
TR006314,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Intel Corporation,Vietnam,VN,39.82,6.9,2.75,0.14,1.4,44.11,"65.0% Steel, 35.0% Plastic",Steel,9594,39.82,382073.22,2024-07-09,"Norfolk, VA",No,Japan,2.0,7626.08,Medium,Compliant,2025-07-18 11:51:23
TR006315,9017.80.0000,"Other drawing, marking-out or mathematical calculating instruments",Target Corporation,Pakistan,PK,108.66,15.18,16.5,0.38,1.97,127.51,"80.0% Plastic, 20.0% Silicone",Plastic,7120,108.66,773694.43,2024-01-28,"Norfolk, VA",No,Vietnam,6.68,51710.98,High,Compliant,2025-07-18 11:51:23
TR006316,9018.32.0000,Tubular metal needles,Stanley Black & Decker,Malaysia,MY,103.14,8.25,8.51,0.36,0.5,112.51,"70.9% Plastic, 29.1% Steel",Plastic,8028,103.14,828011.62,2024-05-30,"Los Angeles, CA",No,South Korea,1.55,12848.98,Medium,Under Review,2025-07-18 11:51:23
TR006317,6505.00.6045,"Hats and other headgear, knitted or crocheted",Mercedes-Benz Group,Brazil,BR,72.31,12.31,8.9,0.25,0.83,82.3,"76.9% Steel, 23.1% Silicone",Steel,4867,72.31,351931.77,2024-09-15,"Houston, TX",No,Taiwan,0.91,3216.9,Low,Compliant,2025-07-18 11:51:23
TR006318,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",IBM Corporation,Pakistan,PK,110.52,16.18,17.88,0.38,0.86,129.63,"75.8% Polyester, 24.2% Nylon",Polyester,1038,110.52,114717.23,2025-02-14,"Charleston, SC",KORUS,Philippines,7.98,9149.4,High,Compliant,2025-07-18 11:51:23
TR006319,9401.80.4016,Seats with wooden frames,Levi Strauss & Co.,Thailand,TH,146.99,9.2,13.53,0.51,0.83,161.85,"63.1% Leather, 36.9% Nylon",Leather,7711,146.99,1133454.19,2024-12-03,"New York, NY",No,Bangladesh,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006320,8536.69.4000,Plugs and sockets for coaxial cables,General Motors,Canada,CA,42.28,0.0,0.0,0.15,1.75,44.17,"63.1% Cotton, 36.9% Steel",Cotton,5451,42.28,230460.35,2025-02-09,"Houston, TX",Yes,Japan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006321,8471.30.0100,Portable automatic data processing machines,Levi Strauss & Co.,Pakistan,PK,47.01,14.65,6.89,0.16,0.27,54.33,"60.4% Leather, 39.6% Aluminum",Leather,5273,47.01,247910.04,2024-12-11,"Miami, FL",CPTPP,United Kingdom,11.85,29375.74,Low,Compliant,2025-07-18 11:51:23
TR006322,9404.90.9505,"Pillows, cushions and similar articles",PepsiCo Inc.,Philippines,PH,140.1,7.85,11.0,0.49,1.37,152.95,"64.0% Leather, 36.0% Plastic",Leather,6256,140.1,876448.22,2025-01-02,"New York, NY",No,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006323,8543.70.9860,Other electrical machines and apparatus,Coca-Cola Company,Thailand,TH,81.45,6.91,5.63,0.28,1.26,88.62,"79.3% Plastic, 20.7% Rubber",Plastic,7108,81.45,578950.85,2023-10-18,"Charleston, SC",No,France,3.41,19734.76,High,Compliant,2025-07-18 11:51:23
TR006324,3924.90.5600,"Other household articles and toilet articles, of plastics",Mercedes-Benz Group,South Korea,KR,12.0,4.79,0.58,0.04,0.65,13.27,"72.4% Glass, 27.6% Nylon",Glass,2775,12.0,33303.02,2024-10-03,"Charleston, SC",No,Germany,1.59,530.33,Medium,Under Review,2025-07-18 11:51:23
TR006325,3923.30.0080,"Carboys, bottles, flasks and similar articles",General Motors,Bangladesh,BD,105.41,12.69,13.38,0.37,0.15,119.3,"61.1% Silicone, 38.9% Plastic",Silicone,6782,105.41,714878.36,2024-06-16,"Charleston, SC",No,South Korea,5.99,42829.08,Low,Non-Compliant,2025-07-18 11:51:23
TR006326,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",McKesson Corporation,China,CN,82.49,15.74,12.98,0.29,1.43,97.19,"63.0% Leather, 37.0% Steel",Leather,5441,82.49,448823.18,2024-10-14,"Miami, FL",No,India,2.94,13181.59,Low,Compliant,2025-07-18 11:51:23
TR006327,7616.99.1000,Other articles of aluminum,Nike Inc.,Mexico,MX,41.94,0.0,0.0,0.15,0.64,42.72,"60.2% Aluminum, 39.8% Steel",Aluminum,2194,41.94,92005.84,2023-08-23,"Long Beach, CA",Yes,Bangladesh,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR006328,8543.70.9860,Other electrical machines and apparatus,PepsiCo Inc.,Taiwan,TW,86.84,10.56,9.17,0.3,1.15,97.46,"97.9% Cotton, 2.1% Silicone",Cotton,3802,86.84,330158.04,2025-05-19,"Los Angeles, CA",No,Brazil,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006329,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",Boston Consulting Group,China,CN,21.1,19.1,4.03,0.07,0.64,25.84,"96.0% Plastic, 4.0% Aluminum",Plastic,2584,21.1,54523.88,2025-05-16,"New York, NY",No,Thailand,9.8,5345.77,Low,Compliant,2025-07-18 11:51:23
TR006330,8517.12.0020,Telephones for cellular networks,Levi Strauss & Co.,Turkey,TR,100.08,7.57,7.58,0.35,1.77,109.77,"90.5% Glass, 9.5% Leather",Glass,8838,100.08,884509.4,2025-06-14,"Miami, FL",No,South Korea,0.87,7703.96,Medium,Compliant,2025-07-18 11:51:23
TR006331,3924.90.5600,"Other household articles and toilet articles, of plastics",Procter & Gamble,Mexico,MX,58.1,4.68,2.72,0.2,1.69,62.72,"63.5% Rubber, 36.5% Nylon",Rubber,5826,58.1,338513.04,2023-09-17,"Seattle, WA",Yes,Bangladesh,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006332,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",Ernst & Young,Brazil,BR,126.92,19.36,24.57,0.44,1.07,153.0,"61.2% Silicone, 38.8% Nylon",Silicone,1799,126.92,228328.55,2025-04-24,"Miami, FL",CPTPP,Philippines,11.16,25485.69,Medium,Under Review,2025-07-18 11:51:23
TR006333,6217.10.1000,Accessories of apparel,Dell Technologies,South Korea,KR,59.27,6.08,3.61,0.21,0.34,63.42,"98.3% Leather, 1.7% Glass",Leather,1923,59.27,113971.39,2023-11-25,"Charleston, SC",No,Mexico,3.98,4539.31,High,Compliant,2025-07-18 11:51:23
TR006334,8528.72.6400,Reception apparatus for television,Ernst & Young,Malaysia,MY,145.46,7.35,10.69,0.5,1.25,157.9,"60.2% Rubber, 39.8% Silicone",Rubber,3871,145.46,563093.33,2024-03-07,"Long Beach, CA",No,Italy,3.25,18293.26,Low,Compliant,2025-07-18 11:51:23
TR006335,9506.62.4000,Inflatable balls,KPMG,Brazil,BR,142.53,19.33,27.55,0.49,1.78,172.35,"64.0% Nylon, 36.0% Polyester",Nylon,2253,142.53,321128.98,2024-10-04,"Miami, FL",No,Philippines,11.13,35738.6,High,Compliant,2025-07-18 11:51:23
TR006336,4819.40.0040,"Other sacks and bags, including cones, of paper",Costco Wholesale,India,IN,10.06,13.32,1.34,0.03,2.22,13.66,"80.4% Silicone, 19.6% Aluminum",Silicone,3394,10.06,34141.9,2024-04-10,"Houston, TX",CPTPP,Turkey,7.52,2567.18,Medium,Compliant,2025-07-18 11:51:23
TR006337,4421.99.9780,Other articles of wood,Unilever,Vietnam,VN,54.16,11.31,6.12,0.19,2.5,62.97,"71.2% Plastic, 28.8% Glass",Plastic,9946,54.16,538721.68,2024-09-28,"Seattle, WA",No,Brazil,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006338,8543.70.9860,Other electrical machines and apparatus,Intel Corporation,South Korea,KR,42.67,8.07,3.45,0.15,0.37,46.63,"82.7% Rubber, 17.3% Glass",Rubber,3918,42.67,167174.09,2023-10-16,"Seattle, WA",CPTPP,Mexico,5.97,9988.51,Medium,Compliant,2025-07-18 11:51:23
TR006339,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",LG Electronics,China,CN,69.41,14.32,9.94,0.24,1.16,80.75,"94.9% Glass, 5.1% Leather",Glass,7158,69.41,496836.19,2023-10-18,"New York, NY",No,Taiwan,2.92,14508.52,High,Compliant,2025-07-18 11:51:23
TR006340,9401.80.4016,Seats with wooden frames,KPMG,Bangladesh,BD,74.33,14.38,10.69,0.26,2.17,87.44,"86.2% Nylon, 13.8% Glass",Nylon,8177,74.33,607778.61,2023-08-13,"Los Angeles, CA",KORUS,France,10.88,66105.87,Medium,Compliant,2025-07-18 11:51:23
TR006341,7117.11.0000,Cuff links and studs of base metal,Apple Inc.,Japan,JP,116.41,3.73,4.35,0.4,0.66,121.82,"73.4% Cotton, 26.6% Steel",Cotton,9205,116.41,1071543.17,2025-04-15,"Charleston, SC",No,Italy,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006342,9403.60.8081,Wooden furniture for bedrooms,Cisco Systems,South Korea,KR,72.07,6.87,4.95,0.25,1.87,79.14,"95.2% Cotton, 4.8% Plastic",Cotton,2303,72.07,165981.67,2024-09-23,"Charleston, SC",No,Thailand,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR006343,6217.10.1000,Accessories of apparel,Nissan Motor Co.,Pakistan,PK,149.41,13.2,19.72,0.52,0.34,169.99,"95.3% Glass, 4.7% Aluminum",Glass,5061,149.41,756170.34,2025-05-19,"New York, NY",No,Canada,13.2,99796.74,High,Compliant,2025-07-18 11:51:23
TR006344,6204.63.3510,Women's or girls' trousers of cotton,Levi Strauss & Co.,Germany,DE,97.95,0.14,0.14,0.34,0.47,98.9,"78.9% Rubber, 21.1% Plastic",Rubber,4874,97.95,477412.06,2025-01-25,"Los Angeles, CA",No,Malaysia,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:23
TR006345,6403.91.6030,Footwear with outer soles of rubber,Ernst & Young,Malaysia,MY,110.78,10.01,11.09,0.38,1.01,123.26,"99.8% Plastic, 0.2% Glass",Plastic,7101,110.78,786627.67,2024-01-21,"Seattle, WA",No,India,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006346,6302.60.0020,Toilet linen and kitchen linen of cotton,Mercedes-Benz Group,Canada,CA,53.28,0.0,0.0,0.18,1.6,55.06,"90.8% Glass, 9.2% Nylon",Glass,9527,53.28,507562.77,2025-06-17,"Norfolk, VA",Yes,Malaysia,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR006347,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Intel Corporation,South Korea,KR,123.29,7.31,9.01,0.43,1.35,134.08,"74.7% Nylon, 25.3% Glass",Nylon,8201,123.29,1011128.23,2024-04-07,"Miami, FL",CPTPP,Japan,2.41,24347.36,Low,Compliant,2025-07-18 11:51:23
TR006348,9404.90.9505,"Pillows, cushions and similar articles",Gap Inc.,China,CN,51.78,18.72,9.7,0.18,1.13,62.78,"82.3% Silicone, 17.7% Steel",Silicone,1885,51.78,97605.79,2023-10-23,"Long Beach, CA",KORUS,Brazil,2.42,2366.12,Medium,Compliant,2025-07-18 11:51:23
TR006349,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",Porsche AG,Philippines,PH,53.43,10.66,5.69,0.19,1.57,60.88,"74.1% Steel, 25.9% Aluminum",Steel,6065,53.43,324065.46,2024-07-05,"Miami, FL",No,Italy,6.56,21252.51,Medium,Compliant,2025-07-18 11:51:23
TR006350,8467.21.0030,"Drills with self-contained electric motor, cordless",LG Electronics,Turkey,TR,135.76,7.14,9.69,0.47,1.04,146.96,"82.5% Rubber, 17.5% Cotton",Rubber,7542,135.76,1023900.22,2023-11-21,"New York, NY",No,Japan,2.24,22891.42,High,Compliant,2025-07-18 11:51:23
TR006351,6505.00.6045,"Hats and other headgear, knitted or crocheted",Nissan Motor Co.,Canada,CA,12.9,0.0,0.0,0.04,1.78,14.73,"88.3% Polyester, 11.7% Glass",Polyester,3145,12.9,40568.82,2023-09-09,"Norfolk, VA",Yes,Thailand,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006352,8536.69.4000,Plugs and sockets for coaxial cables,Under Armour Inc.,United Kingdom,GB,96.59,1.57,1.52,0.33,0.18,98.62,"98.4% Polyester, 1.6% Rubber",Polyester,5491,96.59,530385.07,2025-05-31,"Los Angeles, CA",No,France,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006353,9506.62.4000,Inflatable balls,Unilever,Taiwan,TW,149.76,11.09,16.61,0.52,0.1,166.99,"64.4% Glass, 35.6% Polyester",Glass,4814,149.76,720935.19,2025-02-18,"New York, NY",KORUS,Japan,6.19,44648.24,Low,Compliant,2025-07-18 11:51:23
TR006354,7616.99.1000,Other articles of aluminum,IKEA,Germany,DE,59.18,5.5,3.26,0.21,2.13,64.77,"81.7% Glass, 18.3% Leather",Glass,4767,59.18,282128.94,2025-04-10,"Charleston, SC",No,Bangladesh,0.0,0.0,Low,Under Review,2025-07-18 11:51:23
TR006355,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Apple Inc.,Indonesia,ID,142.69,11.94,17.04,0.49,1.09,161.31,"98.8% Glass, 1.2% Aluminum",Glass,1313,142.69,187350.32,2024-12-03,"Houston, TX",No,Malaysia,4.04,7567.37,Low,Under Review,2025-07-18 11:51:23
TR006356,3926.20.4000,"Articles of apparel and clothing accessories, of plastics",General Motors,Japan,JP,47.36,3.93,1.86,0.16,0.95,50.33,"76.9% Rubber, 23.1% Glass",Rubber,6095,47.36,288630.04,2025-07-07,"Los Angeles, CA",No,United Kingdom,1.13,3260.69,Medium,Compliant,2025-07-18 11:51:23
TR006357,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Honda Motor Co.,India,IN,20.82,10.55,2.2,0.07,0.26,23.35,"91.5% Leather, 8.5% Polyester",Leather,7139,20.82,148632.16,2023-10-09,"Miami, FL",KORUS,Malaysia,2.65,3940.31,High,Under Review,2025-07-18 11:51:23
TR006358,4202.12.8020,"Trunks, suitcases and vanity cases with outer surface of plastics",BMW Group,Indonesia,ID,62.06,13.81,8.57,0.21,2.25,73.1,"76.4% Cotton, 23.6% Glass",Cotton,6770,62.06,420172.16,2023-07-20,"Seattle, WA",No,Germany,10.61,44600.71,Low,Compliant,2025-07-18 11:51:23
TR006359,6302.60.0020,Toilet linen and kitchen linen of cotton,Oracle Corporation,United Kingdom,GB,62.34,6.82,4.25,0.22,1.65,68.47,"70.3% Polyester, 29.7% Steel",Polyester,704,62.34,43889.5,2025-05-07,"Los Angeles, CA",No,Italy,2.72,1195.88,High,Compliant,2025-07-18 11:51:23
TR006360,8471.30.0100,Portable automatic data processing machines,Dell Technologies,Vietnam,VN,116.52,8.75,10.19,0.4,2.05,129.17,"83.7% Plastic, 16.3% Silicone",Plastic,8076,116.52,941031.76,2024-07-09,"Long Beach, CA",No,Germany,5.55,52203.03,High,Compliant,2025-07-18 11:51:23
TR006361,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Amazon.com Inc.,Indonesia,ID,100.05,10.24,10.24,0.35,0.51,111.15,"62.3% Polyester, 37.7% Leather",Polyester,8402,100.05,840633.33,2025-04-22,"Seattle, WA",KORUS,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006362,9403.60.8081,Wooden furniture for bedrooms,Oracle Corporation,Brazil,BR,92.39,13.53,12.5,0.32,1.49,106.69,"79.0% Plastic, 21.0% Leather",Plastic,6815,92.39,629604.81,2023-08-09,"New York, NY",No,Germany,10.33,65013.36,Medium,Compliant,2025-07-18 11:51:23
TR006363,9507.30.2000,Fishing reels,Johnson & Johnson,Brazil,BR,122.18,11.92,14.57,0.42,2.01,139.19,"77.4% Leather, 22.6% Glass",Leather,5267,122.18,643545.44,2023-07-18,"Norfolk, VA",No,Taiwan,0.52,3350.69,Low,Non-Compliant,2025-07-18 11:51:23
TR006364,6109.10.0040,"T-shirts, singlets and other vests, of cotton",KPMG,India,IN,85.14,14.37,12.23,0.29,2.13,99.8,"99.5% Cotton, 0.5% Plastic",Cotton,8817,85.14,750671.14,2024-04-28,"New York, NY",No,France,10.87,81582.57,High,Compliant,2025-07-18 11:51:23
TR006365,6806.10.0000,"Slag wool, rock wool and similar mineral wools",Samsung Electronics,India,IN,53.08,10.19,5.41,0.18,1.55,60.22,"89.6% Polyester, 10.4% Glass",Polyester,8358,53.08,443613.32,2023-10-15,"New York, NY",No,Vietnam,1.69,7517.33,Low,Compliant,2025-07-18 11:51:23
TR006366,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Audi AG,Vietnam,VN,83.41,4.95,4.13,0.29,1.74,89.57,"92.5% Rubber, 7.5% Steel",Rubber,4999,83.41,416981.47,2023-12-04,"Seattle, WA",No,Pakistan,0.0,0.0,High,Non-Compliant,2025-07-18 11:51:23
TR006367,9404.90.9505,"Pillows, cushions and similar articles",Bain & Company,United Kingdom,GB,27.89,3.81,1.06,0.1,0.4,29.44,"79.4% Rubber, 20.6% Glass",Rubber,5478,27.89,152770.75,2023-12-16,"Los Angeles, CA",No,Indonesia,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:23
TR006368,7326.90.8588,Other articles of iron or steel,HP Inc.,Thailand,TH,58.66,13.69,8.03,0.2,0.29,67.19,"77.0% Plastic, 23.0% Leather",Plastic,828,58.66,48571.99,2023-10-29,"Charleston, SC",No,Brazil,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR006369,9404.90.9505,"Pillows, cushions and similar articles",Home Depot,Vietnam,VN,44.87,7.03,3.15,0.16,2.17,50.35,"76.3% Rubber, 23.7% Silicone",Rubber,9239,44.87,414537.48,2025-07-10,"Miami, FL",KORUS,Canada,7.03,29137.16,Low,Under Review,2025-07-18 11:51:23
TR006370,7013.37.2000,Drinking glasses of lead crystal,Intel Corporation,France,FR,44.15,8.42,3.72,0.15,0.23,48.25,"85.4% Silicone, 14.6% Steel",Silicone,7690,44.15,339513.65,2024-11-20,"Norfolk, VA",No,Japan,3.52,11964.21,Low,Non-Compliant,2025-07-18 11:51:23
TR006371,6110.20.2025,"Sweaters, pullovers of cotton",Oracle Corporation,France,FR,73.13,2.26,1.66,0.25,1.2,76.24,"73.9% Plastic, 26.1% Aluminum",Plastic,673,73.13,49219.54,2024-06-19,"Norfolk, VA",No,Pakistan,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006372,9506.62.4000,Inflatable balls,McKesson Corporation,Indonesia,ID,73.66,11.98,8.82,0.26,0.13,82.87,"87.0% Nylon, 13.0% Plastic",Nylon,1394,73.66,102686.57,2024-05-20,"Los Angeles, CA",No,France,8.48,8704.16,Low,Compliant,2025-07-18 11:51:23
TR006373,8528.72.6400,Reception apparatus for television,IBM Corporation,India,IN,33.12,15.06,4.99,0.11,0.35,38.56,"84.7% Polyester, 15.3% Aluminum",Polyester,6171,33.12,204358.51,2024-08-25,"Long Beach, CA",No,Mexico,12.96,26480.65,High,Compliant,2025-07-18 11:51:23
TR006374,6506.10.6000,Safety headgear,Mercedes-Benz Group,Malaysia,MY,11.7,7.7,0.9,0.04,1.12,13.77,"68.8% Cotton, 31.2% Aluminum",Cotton,5312,11.7,62162.87,2025-04-29,"Houston, TX",No,Brazil,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR006375,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Porsche AG,Japan,JP,4.54,5.16,0.23,0.02,2.42,7.21,"73.7% Steel, 26.3% Rubber",Steel,6178,4.54,28043.51,2025-04-13,"Seattle, WA",KORUS,Brazil,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006376,8536.69.4000,Plugs and sockets for coaxial cables,Bain & Company,China,CN,99.18,13.46,13.35,0.34,1.56,114.43,"81.2% Cotton, 18.8% Rubber",Cotton,6452,99.18,639919.73,2025-06-25,"Norfolk, VA",CPTPP,France,9.96,63716.73,High,Non-Compliant,2025-07-18 11:51:23
TR006377,7013.49.2000,Glassware for table or kitchen use,McKesson Corporation,Malaysia,MY,148.88,6.88,10.25,0.52,0.15,159.79,"68.7% Steel, 31.3% Leather",Steel,4756,148.88,708063.55,2025-05-21,"Los Angeles, CA",No,India,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006378,9403.60.8081,Wooden furniture for bedrooms,Under Armour Inc.,Mexico,MX,18.04,3.41,0.61,0.06,1.08,19.79,"67.7% Plastic, 32.3% Cotton",Plastic,2648,18.04,47757.97,2023-11-25,"Los Angeles, CA",Yes,Italy,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR006379,8471.30.0100,Portable automatic data processing machines,Nissan Motor Co.,Italy,IT,62.04,5.06,3.14,0.21,0.62,66.02,"80.6% Cotton, 19.4% Nylon",Cotton,4423,62.04,274392.01,2025-04-29,"New York, NY",CPTPP,Turkey,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006380,4421.99.9780,Other articles of wood,Porsche AG,Philippines,PH,68.24,8.15,5.56,0.24,1.99,76.02,"70.7% Silicone, 29.3% Rubber",Silicone,3340,68.24,227905.17,2023-10-21,"Los Angeles, CA",KORUS,France,4.65,10591.68,Medium,Compliant,2025-07-18 11:51:23
TR006381,7013.37.2000,Drinking glasses of lead crystal,IBM Corporation,Philippines,PH,101.72,9.45,9.61,0.35,0.32,112.0,"86.7% Silicone, 13.3% Polyester",Silicone,5122,101.72,521003.0,2024-06-03,"New York, NY",KORUS,Brazil,0.0,0.0,High,Under Review,2025-07-18 11:51:23
TR006382,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Procter & Gamble,Thailand,TH,50.16,8.05,4.04,0.17,0.33,54.7,"63.4% Plastic, 36.6% Aluminum",Plastic,1874,50.16,94000.98,2023-11-07,"Houston, TX",No,Pakistan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR006383,6403.91.6030,Footwear with outer soles of rubber,Macy's Inc.,Philippines,PH,77.7,10.12,7.86,0.27,0.81,86.64,"88.8% Nylon, 11.2% Silicone",Nylon,4337,77.7,336996.04,2023-08-27,"New York, NY",No,Canada,10.12,34094.5,Medium,Compliant,2025-07-18 11:51:23
TR006384,9506.62.4000,Inflatable balls,Hyundai Motor Company,Turkey,TR,0.57,5.21,0.03,0.0,0.89,1.49,"68.7% Rubber, 31.3% Cotton",Rubber,860,0.57,491.99,2025-06-08,"New York, NY",CPTPP,China,0.0,0.0,High,Compliant,2025-07-18 11:51:23
TR006385,8536.69.4000,Plugs and sockets for coaxial cables,BMW Group,Philippines,PH,138.27,6.64,9.18,0.48,0.96,148.89,"84.5% Polyester, 15.5% Silicone",Polyester,9208,138.27,1273226.11,2024-10-07,"Long Beach, CA",No,Mexico,4.54,57773.03,High,Compliant,2025-07-18 11:51:23
TR006386,8471.30.0100,Portable automatic data processing machines,HP Inc.,Germany,DE,64.5,0.0,0.0,0.22,2.17,66.9,"60.0% Cotton, 40.0% Nylon",Cotton,3721,64.5,240003.86,2023-10-12,"Miami, FL",No,Italy,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006387,7616.99.1000,Other articles of aluminum,Boston Consulting Group,France,FR,123.15,0.09,0.11,0.43,0.17,123.85,"71.8% Aluminum, 28.2% Glass",Aluminum,4941,123.15,608467.29,2024-11-19,"Charleston, SC",No,United Kingdom,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006388,8414.51.0000,Ceiling fans,Nissan Motor Co.,Italy,IT,127.04,1.21,1.54,0.44,0.35,129.36,"86.7% Cotton, 13.3% Leather",Cotton,9782,127.04,1242706.76,2024-08-14,"Norfolk, VA",No,South Korea,0.0,0.0,Medium,Compliant,2025-07-18 11:51:23
TR006389,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Home Depot,Pakistan,PK,127.01,12.89,16.37,0.44,2.27,146.09,"68.9% Leather, 31.1% Steel",Leather,7952,127.01,1009948.62,2024-02-05,"Miami, FL",No,Brazil,0.0,0.0,Medium,Under Review,2025-07-18 11:51:23
TR006390,3923.30.0080,"Carboys, bottles, flasks and similar articles",Audi AG,India,IN,148.96,11.49,17.12,0.52,1.2,167.8,"94.7% Aluminum, 5.3% Silicone",Aluminum,9549,148.96,1422396.06,2023-08-28,"New York, NY",No,Thailand,2.19,31200.39,Low,Compliant,2025-07-18 11:51:23
TR006391,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",Nissan Motor Co.,China,CN,87.83,9.16,8.04,0.3,2.24,98.41,"63.6% Polyester, 36.4% Glass",Polyester,847,87.83,74391.09,2023-09-03,"Los Angeles, CA",No,France,5.66,4209.68,High,Compliant,2025-07-18 11:51:23
TR006392,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Oracle Corporation,Pakistan,PK,32.4,15.46,5.01,0.11,2.11,39.63,"87.9% Glass, 12.1% Leather",Glass,3588,32.4,116236.24,2024-02-16,"Long Beach, CA",CPTPP,South Korea,8.76,10181.33,Medium,Compliant,2025-07-18 11:51:23
TR006393,8517.12.0020,Telephones for cellular networks,Target Corporation,Pakistan,PK,75.61,15.19,11.48,0.26,1.37,88.72,"69.3% Nylon, 30.7% Leather",Nylon,1908,75.61,144261.69,2025-01-29,"Seattle, WA",No,Malaysia,7.29,10514.1,Low,Compliant,2025-07-18 11:51:23
TR006394,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Apple Inc.,United Kingdom,GB,34.98,0.04,0.01,0.12,1.17,36.28,"76.2% Steel, 23.8% Glass",Steel,5462,34.98,191053.39,2023-09-26,"Miami, FL",No,France,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:23
TR006395,6506.10.6000,Safety headgear,Under Armour Inc.,Taiwan,TW,144.98,14.19,20.57,0.5,0.82,166.87,"76.8% Cotton, 23.2% Aluminum",Cotton,3066,144.98,444505.52,2025-04-28,"Houston, TX",No,South Korea,7.49,33292.38,High,Non-Compliant,2025-07-18 11:51:23
TR006396,8302.30.3000,"Other mountings, fittings and similar articles",Under Armour Inc.,Italy,IT,91.26,7.11,6.49,0.32,1.86,99.91,"86.4% Silicone, 13.6% Aluminum",Silicone,6800,91.26,620537.47,2024-04-09,"Long Beach, CA",No,China,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
TR006397,7013.49.2000,Glassware for table or kitchen use,McKesson Corporation,Japan,JP,48.72,6.97,3.4,0.17,1.24,53.52,"71.9% Silicone, 28.1% Plastic",Silicone,5770,48.72,281104.71,2024-12-23,"Los Angeles, CA",No,China,0.0,0.0,Low,Compliant,2025-07-18 11:51:23
